id,url,title,subtitle,image,claps,responses,reading_time,publication,date,category
1048,https://medium.com/swlh/how-to-avoid-killing-your-partner-when-you-both-work-from-home-6fb3506f996,How to Avoid Killing Your Partner When You Both Work From Home,,1048.jpg,383,2,6,The Startup,2019-10-14,Art & Design
1049,https://medium.com/swlh/what-fatherhood-has-taught-me-about-leadership-b8ecd1326f42,What fatherhood has taught me about leadership,,1049.jpeg,90,1,8,The Startup,2019-10-14,Business & Entrepreneurship
1053,https://medium.com/swlh/one-mcdonalds-cheese-burger-please-reasons-why-you-re-complicit-in-international-tax-avoidance-26fac2d99436,Reasons why you and your Mcdonald’s Burger are complicit in international tax avoidance,,1053.png,53,0,6,The Startup,2019-10-14,Art & Design
1054,https://medium.com/swlh/how-to-rest-well-3982ca4c033a,How to Rest Well,even when your life is uncomfortable,1054.jpeg,101,1,8,The Startup,2019-10-14,Lifestyle & Culture
1056,https://medium.com/swlh/no-money-to-start-your-online-store-fe52c8ffae68,No Money to Start Your Online Store? Try These Four Options Now,,1056.jpeg,220,1,4,The Startup,2019-10-14,Art & Design
1058,https://medium.com/swlh/why-stem-needs-the-liberal-arts-2fe0b588f838,Why STEM Needs the Liberal Arts,"There needs to be more to STEM than just science, technology…",1058.jpeg,122,2,8,The Startup,2019-10-14,Technology & Software Development
1059,https://medium.com/swlh/when-a-friend-dumps-you-69f90bcb6b9b,When a Friend Dumps You,How I Used Loss to Create my Self-Portrait “Feeding the Dead”,1059.jpeg,173,0,7,The Startup,2019-10-14,Technology & Software Development
1060,https://medium.com/swlh/the-day-you-stop-running-is-the-day-you-find-your-way-home-8a85b62c85e2,The Day You Stop Running Is The Day You Find Your Way Home,Then you can finally live life your way.,1060.jpeg,167,0,5,The Startup,2019-10-14,Lifestyle & Culture
1062,https://medium.com/swlh/the-art-of-productive-procrastination-7d22482f60e1,The Art of Productive Procrastination,,1062.jpeg,546,6,4,The Startup,2019-10-14,Art & Design
1063,https://medium.com/swlh/weekend-project-building-a-chrome-app-to-discover-cool-academic-papers-e5adeac1e994,How I used Mendeley data to discover trending academic papers,I have a continuous fear of not staying…,1063.jpeg,145,1,7,The Startup,2019-10-14,Technology & Software Development
1072,https://medium.com/swlh/shane-dawson-logan-jake-paul-demonetization-youtube-rewind-controversy-will-smith-fouseytube-tanacon-76d8eb8884c9,Between Earnest and Jest: A Fight Over YouTube’s Identity,A lifelong dispute over the platform’s…,1072.png,106,0,5,The Startup,2019-10-14,Lifestyle & Culture
1074,https://medium.com/swlh/dont-just-tell-me-show-me-f878318ad779,"Don’t Just Tell Me, Show Me",This startup technique will serve you well at any stage,1074.jpg,51,0,6,The Startup,2019-10-14,Technology & Software Development
1078,https://medium.com/swlh/isnt-woodworking-a-lot-like-life-157ba2a5a7f2,Isn’t Woodworking a lot like life?,,1078.jpeg,143,0,4,The Startup,2019-10-14,Lifestyle & Culture
1082,https://medium.com/swlh/the-counter-intuitive-perils-and-promises-of-the-digital-world-acabf3bd92a7,The Counter-Intuitive Perils and Promises of the Digital World,"Men, Women, Children… every bright…",1082.jpeg,264,1,8,The Startup,2019-10-14,Technology & Software Development
1085,https://medium.com/swlh/entrepreneurs-guide-to-greater-productivity-and-effectiveness-60540857d9e2,Entrepreneur’s Guide to Greater Productivity and Effectiveness,Get the results you need faster…,1085.jpg,84,0,13,The Startup,2019-10-14,Business & Entrepreneurship
1086,https://medium.com/swlh/what-happens-when-you-start-doing-business-f77cd1896006,What happens when you start doing business.,How I failed with my first company.,1086.jpg,54,0,4,The Startup,2019-10-14,Technology & Software Development
1087,https://medium.com/swlh/how-to-get-in-harmony-with-your-life-d045c4edd05e,How to Get In Harmony With Your Life,Life will beat us down if we let it …,1087.jpg,258,2,5,The Startup,2019-10-14,Lifestyle & Culture
1089,https://medium.com/swlh/how-to-create-a-work-environment-where-problem-solving-thrives-88745dc2d688,How to Create a Work Environment Where Problem-Solving Thrives,Create An Environment That Allows For…,1089.jpeg,112,0,3,The Startup,2019-10-14,Science & Health
1090,https://medium.com/swlh/practical-tips-for-writing-awesome-dialogue-for-beginners-f52e502d1693,Practical Tips for Writing Awesome Dialogue: For Beginners,,1090.jpeg,254,2,4,The Startup,2019-10-14,Writing & Storytelling
1096,https://medium.com/swlh/you-have-to-practice-to-succeed-at-anything-6c71ff72853c,You Have to Practice to Succeed at Anything,,1096.jpeg,193,1,5,The Startup,2019-10-14,Education & Academia
1100,https://medium.com/swlh/certainly-uncertain-1febd4135c6d,Certainly Uncertain,,1100.jpeg,148,0,2,The Startup,2019-10-14,Technology & Software Development
1104,https://writingcooperative.com/my-life-as-a-work-from-home-author-da9331455e39,My Life as a Work-From-Home Author,No one told me how boring your “dream job” can get,1104.jpg,1500,10,4,The Writing Cooperative,2019-10-14,Lifestyle & Culture
1106,https://writingcooperative.com/writing-for-the-pharmaceutical-industry-cc8a394e28d1,Writing for the Pharmaceutical Industry,Four types of profitable writing to expand your career,1106.jpeg,9,1,9,The Writing Cooperative,2019-10-14,Business & Entrepreneurship
1107,https://writingcooperative.com/become-a-writing-machine-crafty-ways-to-write-faster-574b09737628,Become a Writing Machine: Crafty Ways to Write Faster,"Soon, a thousand words will be a breeze",1107.jpg,1300,7,3,The Writing Cooperative,2019-10-14,Writing & Storytelling
1109,https://writingcooperative.com/how-to-keep-your-writing-out-of-rabbit-holes-75c478368fe5,How to Keep Your Writing Out of Rabbit Holes,Tricks for Keeping your articles on point,1109.jpg,137,1,3,The Writing Cooperative,2019-10-14,Art & Design
1110,https://writingcooperative.com/an-exclusive-interview-with-author-katherine-locke-aba6681fbd42,An Exclusive Interview With Author Katherine Locke,An award-winning author’s tips on writing block…,1110.jpeg,58,1,4,The Writing Cooperative,2019-10-14,Writing & Storytelling
1112,https://medium.com/datadriveninvestor/top-3-benefits-of-statistical-analysis-software-over-manual-analysis-9caa6cd1f5d1,"<strong class=""markup--strong markup--h3-strong"">Top 3 Benefits of Statistical Analysis Software over Manual Analysis</strong>",,1112.png,70,0,5,Data Driven Investor,2019-10-14,Technology & Software Development
1115,https://medium.com/datadriveninvestor/deepfake-destroys-trust-ai-enters-a-world-of-illusion-with-dire-political-and-personal-255d22133cb,Deepfake Destroys Trust: AI Enters a World of Illusion With Dire Political and Personal Implications,,1115.jpeg,116,0,5,Data Driven Investor,2019-10-14,Technology & Software Development
1116,https://medium.com/datadriveninvestor/build-your-own-blockchain-with-javascript-970e84dd634d,Build Your Own Blockchain with JavaScript,This article goes over the basics of blockchain and shows…,1116.jpeg,79,0,22,Data Driven Investor,2019-10-14,Technology & Software Development
1117,https://medium.com/datadriveninvestor/climate-change-a-powerful-new-driver-in-investment-migration-markets-ab06442d9947,"<strong class=""markup--strong markup--h3-strong"">Climate change: A powerful new driver in investment migration markets.</strong>",,1117.jpeg,85,0,3,Data Driven Investor,2019-10-14,Business & Entrepreneurship
1118,https://medium.com/datadriveninvestor/horizontal-shareholding-in-the-modern-tech-economy-c9f6fd5cfc42,Horizontal Shareholding in the Modern Tech-Economy,,1118.jpeg,66,0,5,Data Driven Investor,2019-10-14,Technology & Software Development
1121,https://medium.com/datadriveninvestor/6-conspiracy-theories-trump-peddled-about-political-opponents-show-what-to-expect-in-2020-e8dbaebe26cf,6 Conspiracy Theories Trump Peddled About Political Opponents Show What to Expect in 2020,,1121.jpg,57,0,9,Data Driven Investor,2019-10-14,Politics & Society
1123,https://medium.com/datadriveninvestor/are-the-ross-stores-a-value-investment-market-mad-house-dc44c290be30,Are the Ross Stores a Value Investment? — Market Mad House,,1123.jpg,64,0,5,Data Driven Investor,2019-10-14,Business & Entrepreneurship
1126,https://medium.com/better-humans/recently-in-better-humans-fresh-takes-on-relationships-mindset-diversity-and-citizen-journalism-b02e13f51eea,"Recently in Better Humans: Fresh Takes on Relationships, Mindset, Diversity, and Citizen Journalism",Road-tested self improvement advice that works,,111,0,3,Better Humans,2019-10-14,Lifestyle & Culture
1127,https://medium.com/better-marketing/why-i-deactivated-my-email-list-with-38-000-subscribers-72c4ac9e4643,"Why I Deactivated My Email List With 38,000 Subscribers",If you’re considering starting or maintaining…,1127.jpeg,3300,30,4,Better Marketing,2019-10-14,Technology & Software Development
1128,https://medium.com/better-marketing/3-common-email-practices-you-should-retire-e3169f9a6a39,3 Common Email Practices You Should Retire,"Ebooks, perma-selling, and clinging to non-readers — really?",1128.jpg,155,2,3,Better Marketing,2019-10-14,Technology & Software Development
1129,https://medium.com/better-marketing/why-many-customers-choose-to-insta-boycott-fashion-nova-5141d70baaba,Why Customers Choose to Insta-Boycott Fashion Nova,Turns out spamming and violating privacy rights…,1129.jpeg,59,0,5,Better Marketing,2019-10-14,Politics & Society
1130,https://medium.com/better-marketing/4-infopreneur-case-studies-in-marketing-your-expertise-1acc5d276ed2,4 Infopreneur Case Studies in Marketing Your Expertise,Learn how these experts successfully sell…,1130.jpeg,729,2,6,Better Marketing,2019-10-14,Business & Entrepreneurship
1132,https://medium.com/better-marketing/a-3-part-guide-for-new-writers-on-medium-bf94b15e3fe7,A 3-Part Guide for New Writers on Medium,"Distribution, practicing your craft, and tips and tricks",1132.jpg,550,1,8,Better Marketing,2019-10-14,Art & Design
1133,https://medium.com/better-marketing/how-to-stand-out-as-a-technology-writer-on-medium-d16578e57cca,How To Stand Out as a Technology Writer on Medium,Ideas and themes that get you readers,1133.jpeg,291,0,7,Better Marketing,2019-10-14,Technology & Software Development
1135,https://medium.com/better-marketing/why-you-shouldnt-launch-a-company-blog-right-away-bc0dbefdd488,Why You Shouldn’t Launch a Company Blog Right Away,And what to focus on before you pull the trigger,1135.jpeg,227,1,6,Better Marketing,2019-10-14,Business & Entrepreneurship
1136,https://medium.com/better-marketing/intentional-brand-building-the-defining-factor-of-scaling-up-f1a874a0cd8,Intentional Brand Building: The Defining Factor of Scaling Up,"In a commoditized, technology-driven…",1136.jpeg,199,0,6,Better Marketing,2019-10-14,Technology & Software Development
1137,https://towardsdatascience.com/9-data-visualization-tools-that-you-cannot-miss-in-2019-3ff23222a927,9 Data Visualization Tools That You Cannot Miss in 2019,,1137.gif,1400,12,7,Towards Data Science,2019-09-11,Technology & Software Development
1139,https://towardsdatascience.com/neural-network-for-satellite-data-classification-using-tensorflow-in-python-a13bcf38f3e1,Neural Network for Satellite Data Classification Using Tensorflow in Python,A step-by-step guide for…,1139.gif,278,7,9,Towards Data Science,2019-09-11,Technology & Software Development
1140,https://towardsdatascience.com/confusion-matrix-and-class-statistics-68b79f4f510b,Confusion Matrix and Class Statistics,With this post I am going back to the classics. Here explained…,1140.png,49,1,8,Towards Data Science,2019-09-11,Technology & Software Development
1141,https://towardsdatascience.com/a-minimalist-end-to-end-scrapy-tutorial-part-ii-b917509b73f7,A Minimalist End-to-End Scrapy Tutorial (Part II),Systematic Web Scraping for Beginners,1141.jpg,169,1,5,Towards Data Science,2019-09-11,Technology & Software Development
1142,https://towardsdatascience.com/python-vs-r-whats-best-for-machine-learning-93432084b480,Python Vs R: What’s Best for Machine Learning,,1142.jpeg,73,0,5,Towards Data Science,2019-09-11,Education & Academia
1143,https://towardsdatascience.com/getting-started-with-neo4j-in-10-minutes-94788d99cc2b,Getting started with neo4j in 10 minutes,In this article we’ll create our first graph database with…,1143.png,247,4,5,Towards Data Science,2019-09-11,Technology & Software Development
1144,https://towardsdatascience.com/applying-data-science-to-cybersecurity-network-attacks-events-219fb6312f54,Applying Data Science to Cybersecurity Network Attacks & Events,,1144.png,304,1,16,Towards Data Science,2019-09-11,Technology & Software Development
1145,https://towardsdatascience.com/the-key-question-for-all-data-scientists-so-what-25139fb352c6,The Key Question For All Data Scientists: “So What?”,How to Write Hypotheses and Run Analysis that…,1145.jpeg,457,1,7,Towards Data Science,2019-09-11,Technology & Software Development
1149,https://towardsdatascience.com/take-your-python-skills-to-the-next-level-with-fluent-python-ed5c42ce21fb,Take your Python Skills to the Next Level With Fluent Python,You’ve been programming in Python for a…,1149.jpeg,81,1,7,Towards Data Science,2019-09-11,Technology & Software Development
1151,https://towardsdatascience.com/a-i-for-filmmaking-f2a2197020aa,A.I. For Filmmaking,Recognising Cinematic Shot Types with a ResNet-50,1151.png,170,2,21,Towards Data Science,2019-09-11,Art & Design
1152,https://towardsdatascience.com/survival-modeling-accelerated-failure-time-xgboost-971aaa1ba794,Survival Modeling — Accelerated Failure Time — Xgboost,Survival analysis is a “censored regression”…,1152.png,39,0,4,Towards Data Science,2019-09-11,Technology & Software Development
